Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
10-01-2012,4849.549805,-0.21399177,0.022507802,-0.002376957,0.000873673,6.32242E-05,1.767989496,2.875473165,4.255518592,-0.352402846,4752.13218,4763.582001,4859.587924,5154.318523,0.01,0.02,0.05,0.86,2,0.009179745,0.013622291,3.86,5.25,0.002566233,-0.00065015,-0.006510543,0.002158936,0.003580469,0.004368268,-0.007423223,0.004158278,0.02124646,0.003604903,0.003754301,0.002573111,0.026569161,0.015038468,0.024222109,0.00888577,0.007344463,0.009691522,0.026889921,0.014916842,0.011106595,1.99,1.98,1.95,0.01,0.04,1.39,3.25,5.2,5.23,5.24,0,-0.076923077,0.011764706,NSE,0.69,0.74,2.64,2.84,0.92,2.36,0.43,0.04,1.67,1.46,0.36,1.85,0.71,-2.32,0.15,0.74,3.6,1.52,0.82,0.27,-0.36,-0.3,-0.43,3.24,1.24
11-01-2012,4860.950195,-0.006663494,0.002350814,0.022507802,-0.002376957,0.000873673,2.343336778,2.325022524,5.37274483,2.022207426,4771.917273,4772.855163,4859.641346,5151.399436,0.01,0.02,0.05,0.82,1.93,-0.013204225,-0.001527184,3.8,5.2,0.001005883,-0.000130146,-0.005575117,-0.000158403,-0.001630274,-0.002453452,0.008547009,-0.00107362,0.016920971,-0.004310381,0.007140462,-0.007466157,-0.001856229,-0.00454656,-0.00172646,0.000309597,0.007769837,0.003056433,-0.004242819,0.003255953,-0.000902336,1.92,1.91,1.88,0.01,0.04,1.4,3.27,5.15,5.18,5.19,0,0,-0.046511628,NSE,0.01,-0.92,-0.22,0.91,-1.34,-0.36,-0.02,-0.53,-0.91,0.5,0.88,-0.31,0.15,-5.68,0.12,0.48,0.25,0.43,0.17,0.27,0.63,0.67,0.57,0.17,0.63
12-01-2012,4831.25,-0.064206996,-0.006109957,0.002350814,0.022507802,-0.002376957,1.711592789,2.665863407,6.316838887,0.638459804,4782.705042,4778.416576,4858.52796,5148.213869,0.02,0.03,0.06,0.84,1.94,-0.01843592,0.016212909,3.9,5.21,-0.008956607,0.000104151,0.001475362,0.000633714,-0.002745249,-0.01660146,0.002648358,0.001535483,0.005182706,0.010101047,-0.00033761,-0.003996286,-0.001513371,-0.001481255,0.004367463,0.002336609,-0.002953152,0.005142448,-0.000455126,0.004235963,0.002516293,1.92,1.91,1.88,0.01,0.04,1.31,3.27,5.15,5.18,5.19,0.2,-0.083333333,0.024390244,NSE,0.29,-0.87,-0.14,2.88,-1.75,0.61,0.2,0.96,0,0.49,-0.3,0.74,0.49,-2.78,-0.59,-0.55,0.78,0.41,0.27,-0.99,-0.7,-0.71,-5.81,0.87,0.51
13-01-2012,4866,-0.111111111,0.007192755,-0.006109957,0.002350814,0.022507802,2.353755699,4.729620662,3.683029556,2.157140608,4797.84958,4786.757854,4858.820981,5145.405771,0.02,0.03,0.06,0.8,1.89,-0.003433303,-0.015352198,3.81,5.13,0.000399061,-0.001027909,-0.000196425,0.000284991,-0.003749458,0.014153385,-0.004754358,0.000459896,-0.025237451,0.008928571,0,0.001652101,-0.001090629,-0.004556337,-0.005847007,-0.004947923,0.005710232,-0.005149202,-0.013375735,-0.008163608,-0.006409103,1.87,1.86,1.83,0.01,0.04,1.32,3.24,5.07,5.1,5.11,0,0.090909091,-0.047619048,NSE,-0.25,-0.74,-0.11,-0.33,-0.4,-0.81,-0.19,-1.16,-0.6,-1.03,0.91,1.09,-0.21,-1,1.43,0.14,-1.99,-0.57,-0.21,0.87,0.93,0.93,-0.7,-1.62,-0.65
17-01-2012,4967.299805,-0.013248848,0.02081788,0.007192755,-0.006109957,0.002350814,4.73349096,7.417339153,4.931497664,4.655149798,4828.658711,4803.952326,4863.075053,5143.633572,0.02,0.03,0.06,0.79,1.87,0.020366805,0.012534393,3.79,5.11,-0.001118489,0.000534013,-0.000392927,-0.001851911,0.011648119,0.018159433,-0.005307856,-0.00214525,-0.028117986,0.000353982,0.007429888,0.009542943,0.022993972,0.010183426,0.030904708,0.003552955,0.022043367,0.006422824,0.023966586,0.001740404,0.005036724,1.85,1.84,1.81,0.01,0.04,1.32,3.24,5.05,5.08,5.09,0,-0.125,-0.0125,NSE,0.72,0.3,1.41,1.55,2.04,1.62,0.07,0.6,0.61,1.52,3.49,2.07,0.68,-6.82,1.07,0.84,0.59,-0.69,0.02,-0.69,-0.19,-0.42,0.54,0.4,0.51
18-01-2012,4955.799805,-0.143023935,-0.002315141,0.02081788,0.007192755,-0.006109957,2.190925019,3.997649839,5.129397645,6.539678833,4851.775274,4818.41399,4866.711318,5141.764579,0.02,0.03,0.07,0.82,1.92,-0.000893744,-0.005434783,3.78,5.17,0.000889398,0,-0.002751572,0.001728485,0.010383817,0.042827248,0.014941302,0.002456941,0.046691521,-0.001061571,0.013744553,0.008869121,-0.001547423,0.00147522,0.003417004,0.011107929,0.003014605,0.015259773,-0.01391895,0.017935261,0.012578105,1.9,1.89,1.85,0.01,0.05,1.39,3.25,5.1,5.14,5.15,0.166666667,0.142857143,0.037974684,NSE,0.39,-0.78,-0.14,0.56,-0.12,0.49,0.68,0.89,0.04,0.26,-0.49,-0.26,1.29,-0.64,0.94,0.32,1.36,1.69,1.01,-1.07,-0.75,-0.7,-2.11,1.43,0.58
19-01-2012,5018.399902,0.336512262,0.012631684,-0.002315141,0.02081788,0.007192755,3.239072623,5.658311782,5.639404315,8.78584456,4882.070661,4837.460268,4872.65989,5140.53707,0.04,0.05,0.07,0.87,2.01,-0.002882417,0.004857316,3.87,5.23,0.005956215,-0.000689951,-0.003251872,-0.000949818,-0.003169371,0.026446342,0.006834911,-0.001378631,0.010673207,-0.003896529,-0.002976191,0.006709104,0.019605324,0.006804204,0.009707965,0.004938657,0.013005046,0.006722768,0.013100568,0.003990947,0.00674778,1.97,1.96,1.94,0.01,0.03,1.36,3.22,5.16,5.18,5.19,0,0.083333333,0.06097561,NSE,-0.04,0.8,1.9,1.33,-0.2,0.93,0.66,0.86,0.9,-0.33,1.78,1.77,0.2,-6.07,1.17,-0.09,-0.1,0.66,0.63,-0.66,-0.51,-0.48,2.36,0.33,-0.22
20-01-2012,5048.600098,-0.176350663,0.006017893,0.012631684,-0.002315141,0.02081788,4.498837734,6.287432304,7.284634009,11.09986095,4912.34874,4857.568823,4879.559506,5139.622274,0.03,0.05,0.07,0.91,2.05,-0.021630782,-0.001208459,3.86,5.29,0.003779012,0.004077325,0,-0.000602123,-0.017416704,-0.018102361,0,0.001227105,0.011643677,0.056543312,0.012935357,0.005285522,-0.002234928,-0.00219468,-0.00184993,0.00066946,0.008394943,-0.000584625,0.010035809,0.002875877,0.001276317,2.02,2,1.98,0.02,0.04,1.43,3.24,5.22,5.24,5.26,0,0,0.045977012,NSE,0.65,-1.52,-0.04,-1.47,-1.92,-0.06,0.53,-0.21,-0.27,0.58,1.3,1.82,0.39,0.9,1.16,0.47,3.82,0.29,0.02,0.2,0,0,0.74,4.9,0.56
23-01-2012,5046.25,-0.017326733,-0.000465495,0.006017893,0.012631684,-0.002315141,3.704274558,6.145219831,8.609093355,7.523733641,4936.694424,4875.538459,4886.096388,5138.693197,0.03,0.04,0.07,0.93,2.09,0.013448803,0.013611615,3.91,5.33,0.003699574,-0.001556863,0.003460208,0.002758752,0.016916467,-0.02534959,-0.010966005,-0.004136617,0.008029952,0.000673208,0.012442665,-0.000228563,0.005094061,0.009426387,0.005032482,0.000471343,,-0.000907894,,-0.002000978,0.003343855,2.06,2.05,2.02,0.01,0.04,1.42,3.24,5.26,5.29,5.3,0,0,0.021978022,NSE,0.46,0.66,0.41,1.44,1.14,0.37,-0.03,0.71,0.87,0.86,,,0.01,7.77,0.23,0.6,1.38,0.23,0.02,-0.8,-0.6,-0.55,1.47,0.72,0.61
24-01-2012,5127.350098,0.397355164,0.01607136,-0.000465495,0.006017893,0.012631684,3.222078378,8.108086127,10.87841001,8.312472762,4971.359092,4899.52052,4895.557317,5138.58033,0.02,0.04,0.07,0.92,2.08,-0.006333568,-0.005968368,3.92,5.33,0.002149809,0.000519764,-0.007497537,-0.001675995,-0.016377717,0.004890129,-0.005279884,0,0,-0.013118063,-0.012289748,-0.003315434,-0.004723798,-0.005309064,-0.002703267,-0.001025818,,0.000887148,,0.006666282,-0.001892951,2.06,2.04,2.01,0.02,0.05,1.41,3.25,5.26,5.29,5.31,0,-0.076923077,-0.010752688,NSE,-0.53,-0.5,-0.54,0.24,-0.63,-0.33,-0.19,-0.06,-0.59,-0.82,,,0.1,1.15,0.23,0,-0.94,0.67,0.04,0.06,0.13,0.11,2.26,-1.14,-0.7
25-01-2012,5158.299805,-0.167417756,0.006036199,0.01607136,-0.000465495,0.006017893,4.086121473,6.36657035,8.247120141,9.425112537,5005.348312,4924.166166,4905.860944,5138.776544,0.03,0.04,0.07,0.81,2.01,0.003945771,-0.009306515,3.93,5.32,0.003078505,0.008922026,0.001598189,0.001267026,0.062439048,0.004278091,0.015392728,0.003384631,-0.001593255,0.007498262,-0.01113294,0.000458832,-0.003060787,-0.00502441,0.000409689,0.008679143,,0.011365001,,0.009273468,0.00945842,1.98,1.97,1.94,0.01,0.04,1.39,3.31,5.25,5.28,5.29,0,-0.083333333,-0.119565217,NSE,1.15,-0.2,-0.29,0.55,0.45,0.05,0.49,0.68,-0.48,2.14,,0.6,0.94,6.85,0.91,0.76,3.64,0.78,0.67,-0.61,-0.39,-0.36,1.26,4.16,2.8
26-01-2012,5181.5,-0.201082544,0.004497644,0.006036199,0.01607136,-0.000465495,3.25004187,6.594385709,9.092251153,9.072729186,5037.375892,4948.67415,4916.670319,5139.201653,0.04,0.05,0.08,0.77,1.96,0.005341127,0.046666667,3.88,5.24,0.002177008,0.001068403,-0.004558969,-0.001344511,-0.00454486,0.029392992,-0.003136383,0.007359644,-0.002925426,-0.002029736,-0.038079535,-0.005159413,0.015320847,0.012615795,0.018374767,-0.005753891,,-0.004623349,,-0.003356097,-0.003905357,1.92,1.91,1.88,0.01,0.04,1.36,3.28,5.16,5.19,5.2,0.142857143,0,-0.049382716,NSE,0.21,0.89,1.51,1.88,0.3,1.91,-0.03,-0.08,1.37,1.56,1.03,0.24,-0.29,-4.54,-0.23,0.39,1.84,-0.01,-0.38,-0.01,-0.26,-0.24,1.79,0.51,0.56
27-01-2012,5204.700195,0.445121951,0.004477506,0.004497644,0.006036199,0.01607136,3.091948143,7.729887607,9.573784594,10.60181926,5067.798493,4973.057583,4927.965608,5139.85338,0.05,0.06,0.08,0.75,1.93,-0.002906977,-0.000579039,3.85,5.21,0.001348576,-0.003986087,-0.001991239,0.00324701,0.005960052,0.010604117,-0.002097483,-0.002130883,-0.007468738,-0.009152542,0.018932909,-0.01083318,-0.013222399,-0.010646775,-0.004261584,-0.001592878,0.019457663,0.004017431,,0.007491397,-0.000924674,1.88,1.87,1.85,0.01,0.03,1.36,3.28,5.13,5.15,5.16,0,0,-0.025974026,NSE,0.31,0.6,-1.25,-0.33,-0.14,-0.29,-0.55,0.96,-1.04,0.32,0.89,0.13,0.12,2.8,-0.23,0.5,0.13,0.49,-0.21,-1,-0.63,-0.62,-0.9,1.28,1.01
30-01-2012,5087.299805,-0.073605251,-0.02255661,0.004477506,0.004497644,0.006036199,0.813471489,4.547879264,7.008680931,9.492597363,5071.344186,4983.937795,4934.214008,5139.330459,0.05,0.05,0.08,0.73,1.87,-0.007238363,0.001738123,3.77,5.12,0.002673113,-0.009398361,-0.000997606,-0.001578781,0.012810745,-0.016481553,-0.006831371,0.002287996,-0.005374926,0.013000376,-0.011824324,-0.003961365,-0.016006013,-0.010883388,-0.010370085,-0.002522123,-0.016645462,-0.001636793,,-0.008099107,-0.0053589,1.82,1.82,1.79,0,0.03,1.35,3.25,5.04,5.07,5.07,0,0,-0.026666667,NSE,-0.56,-0.64,-1.72,-1.6,-0.78,-1.1,-0.1,-0.75,-1.22,-0.05,-1.64,-1.22,0.23,1.31,-0.34,-0.64,-1.21,-0.65,-0.27,0.55,0.37,0.34,-0.52,-1.24,-0.51
31-01-2012,5199.25,-0.293522267,0.022005818,-0.02255661,0.004477506,0.004497644,1.402281893,4.669542893,9.624066243,12.43323788,5094.599788,5004.443719,4944.607577,5139.926673,0.04,0.06,0.08,0.71,1.83,-0.002936709,0.008675535,3.72,5.07,-0.00098957,-0.004848055,0.000998602,-0.001644529,0.00765984,0.011917815,-0.010052963,0.003043753,0.007835748,-0.00270179,-0.001367556,-0.020470231,0.010077705,0.001851493,0.002243785,-0.000456947,0.01141247,0.000675742,0.00331374,0.000555292,0.00052079,1.79,1.77,1.75,0.02,0.04,1.35,3.24,4.99,5.01,5.03,0,0,-0.02739726,NSE,0.22,0.21,1.21,-0.89,-0.3,0.27,-0.2,-0.37,0.36,0.39,0.49,0.49,0.09,-7.74,0.11,0.66,-0.79,0.09,-0.06,0.31,0.15,0.15,3.53,-1.02,0.54
01-02-2012,5235.700195,0.073065903,0.007010664,0.022005818,-0.02255661,0.004477506,1.500501966,5.647935772,7.96260283,9.871370307,5120.254408,5026.468145,4956.022973,5140.879644,0.05,0.06,0.09,0.72,1.87,-0.008429819,-0.002293578,3.8,5.12,0.003309684,-0.00117868,0.000578611,-0.000791941,-0.000635287,-0.077041734,0.003206895,-0.003337915,0.008042869,0.012190924,0.0232797,0.002746633,0.020890971,0.019202354,0.024420526,0.008899606,-0.00280136,0.012235924,-0.010699608,0.021240592,0.011858191,1.82,1.81,1.78,0.01,0.04,1.32,3.25,5.03,5.06,5.07,0.125,0.045454546,0.014084507,NSE,0.78,0.52,1.92,1.32,-0.88,2.21,0.6,0.61,1.83,0.54,0.1,0.08,0.94,-4.83,-0.23,1.02,1.64,2.05,0.88,-0.63,-0.49,-0.47,1.2,1.75,0.24
02-02-2012,5269.899902,-0.097463284,0.006532022,0.007010664,0.022005818,-0.02255661,1.70606778,5.011557566,8.412958179,10.9534389,5147.462679,5049.652122,4968.331873,5142.163427,0.07,0.08,0.1,0.71,1.86,-0.013008297,0.006321839,3.79,5.11,0.00522828,-0.001061938,-0.005463718,-0.000285325,-0.002345481,0.012593302,-0.00106553,-0.001522393,-0.001329761,0.002007427,0.000334594,-0.00523999,0.002732015,0.000932513,0.005892681,0.001095147,0.019971116,0.00400591,0.019609462,0.003989381,0.001765129,1.79,1.78,1.76,0.01,0.03,1.32,3.25,5.01,5.03,5.04,0.111111111,0,-0.013888889,NSE,0.13,0.46,0.27,-1.59,-1.28,0.76,0.1,-0.1,0.02,0.56,1.92,1.32,0.16,7.22,0.91,-0.19,1.1,0.43,0.23,0.33,0.1,0.09,-1.93,1.84,0.94
03-02-2012,5325.850098,0.608727811,0.010616937,0.006532022,0.007010664,0.022005818,2.327701855,5.491621333,10.2375182,12.12433561,5179.896756,5075.956691,4982.352195,5143.991155,0.06,0.08,0.1,0.78,1.97,0.01494396,-0.009708738,3.93,5.23,-0.002528587,-0.000118167,0.001904762,-0.000412253,0.010019327,0.032797667,0.0144,0.000762357,0.019440746,0.009682771,0.024414682,0.016640716,0.015180685,0.018115629,0.016683626,0.014605357,0.000845309,0.016078716,0.007718352,0.022413819,0.014473729,1.91,1.89,1.87,0.02,0.04,1.3,3.26,5.13,5.15,5.17,0,0,0.098591549,NSE,0.59,2.24,1.35,3.18,1.54,1.59,1,-0.02,1.86,-1.08,-0.06,-0.63,1.26,-2.15,-0.34,0.53,-1.25,2.1,1.23,0.05,-0.06,-0.09,-0.19,-2.07,-1.97
06-02-2012,5361.649902,0.147126437,0.006721895,0.010616937,0.006532022,0.007010664,5.39284311,6.250183839,10.18598237,12.77949121,5212.942782,5103.165568,4997.226615,5146.156914,0.04,0.08,0.1,0.76,1.93,-0.009304704,-0.008650519,3.87,5.15,0.00001582,0.004870084,-0.005903542,6.34E-05,0.009332531,-0.02419008,0.001577235,-0.00685553,-0.003657262,-0.001322718,-0.01403846,0.009773929,-0.006607477,-0.001508177,-0.000271898,-0.000423874,-0.002266275,-0.001263025,0.000313661,-0.003296784,-0.001537156,1.89,1.85,1.83,0.04,0.06,1.28,3.22,5.05,5.07,5.11,0,0.043478261,-0.025641026,NSE,-0.43,1.18,-0.45,-0.98,-0.95,-0.02,-0.13,-0.08,-0.18,-0.87,-0.44,0.05,0.11,2.04,0.68,-0.3,0.22,-0.17,0,0.16,0.16,0.19,1.25,0.03,-0.29
07-02-2012,5335.149902,-0.125851703,-0.004942508,0.006721895,0.010616937,0.006532022,2.61383665,4.0527719,7.405433766,12.48946026,5235.162258,5125.259314,5010.478509,5148.037441,0.06,0.08,0.11,0.82,2,0.017132831,0.002908668,3.92,5.19,0.00061697,-1.31E-05,0.002717665,0.001094439,0.010474896,0.005733335,0.0068242,0.001073784,-0.007079182,0.004966854,0.001986722,0.00688042,0.001841269,-0.000322526,-0.001571345,0.002023382,-0.000519074,0.000720226,-0.016830372,-0.00120719,0.002691358,1.94,1.92,1.89,0.02,0.05,1.27,3.19,5.08,5.11,5.13,0.1,0.041666667,0.078947368,NSE,0.69,0.26,0.22,0.36,1.55,-0.11,0.43,1.01,-0.07,1.37,0.58,0.22,0.14,-3.06,0,0.2,1.31,0.36,0.43,-0.78,-0.66,-0.62,-1.12,1.69,1.52
08-02-2012,5368.149902,-0.184777625,0.006185393,-0.004942508,0.006721895,0.010616937,2.529742003,4.068202798,8.320555979,10.69377814,5259.34183,5148.391751,5024.504838,5150.227615,0.06,0.09,0.11,0.82,2.01,0.002536783,0.012761021,3.91,5.18,0.00508576,0.00313518,-0.001144349,-0.000475323,0.016743815,0.007003605,0.003128259,-0.000306528,0.011354635,0.010214168,0.01222733,-0.011813714,-0.000451421,-0.002444681,-0.000805488,0.002160211,0.015424347,0.004056372,0.024271512,0.001232846,0.001645636,1.95,1.92,1.9,0.03,0.05,1.27,3.17,5.07,5.09,5.12,0,0.08,0,NSE,-0.1,0.83,0,0.85,0.3,-0.15,0.09,-0.06,-0.23,-0.98,1.62,1.26,0.61,-0.97,1.01,-0.19,-1.44,0.02,0.17,0.11,0.08,0.08,0,-0.67,-0.74
09-02-2012,5412.350098,0.397075366,0.008233786,0.006185393,-0.004942508,0.006721895,2.703091115,4.455275461,7.850115648,11.34345922,5287.161515,5173.530642,5039.714456,5152.835799,0.06,0.09,0.12,0.86,2.04,0.010931174,0.001145475,3.91,5.22,-0.005060026,0.003516044,0.001246156,-0.001601015,0.034593418,-0.002695709,-0.005717308,-0.005364792,-0.011488199,0.003587737,-0.001632354,-0.005157091,0.004313772,0.003335676,0.005932948,0.00147411,-0.000402083,0.003899321,0.000877127,-0.004104377,-0.000214028,1.98,1.95,1.92,0.03,0.06,1.31,3.18,5.1,5.13,5.16,0.090909091,0,0.048780488,NSE,-0.06,1.19,0.35,1.74,1.14,0.59,-0.01,0.19,0.36,0.56,-0.79,0.46,0.64,1.18,0.22,-0.05,0.63,-0.47,0.09,-0.13,-0.1,-0.09,-2.38,-0.26,-0.23
10-02-2012,5381.600098,-0.35547504,-0.005681451,0.008233786,0.006185393,-0.004942508,1.046781246,3.398849047,6.595887841,11.39146387,5304.332167,5193.34678,5053.121736,5155.11206,0.05,0.09,0.12,0.81,1.96,-0.012014417,-0.020881007,3.82,5.13,0,0.007422866,-0.001104085,-0.000476311,0.000506906,0.003027338,-0.01306848,-0.004469117,-0.006603275,-0.008774781,-0.010464356,-0.012723775,-0.015058229,-0.007310677,-0.014117347,-0.006886302,-0.010763936,-0.007976858,0.001017985,-0.014133472,-0.011037921,1.91,1.87,1.84,0.04,0.07,1.31,3.17,5.01,5.04,5.08,0,0,-0.058139535,NSE,-1.15,-1.08,-1.52,-2.87,-1.17,-1.35,-0.58,-0.81,-0.75,-0.9,-0.73,-1.16,-0.49,0,-0.44,-0.79,-0.91,-1.29,-0.57,0.47,0.74,0.69,-2.4,-1.18,-0.56
13-02-2012,5390.200195,-0.014366021,0.001598056,-0.005681451,0.008233786,0.006185393,0.53249081,5.954050314,6.815956304,10.7727126,5319.944535,5212.094725,5066.340499,5157.451246,0.05,0.11,0.14,0.85,1.99,0.017328739,0.004966404,3.86,5.18,-0.001941468,0.000875837,0.004923633,-0.000333577,0.018604888,0.032607541,0.010063613,0.001238421,0.018346131,0.002622951,0.011896927,0.007398508,0.003382651,0.009107425,0.00679972,0.006800039,0.004981799,0.009473536,-5.40E-05,0.014114788,0.008030502,1.94,1.88,1.85,0.06,0.09,1.32,3.19,5.04,5.07,5.13,0.166666667,0.074074074,0.049382716,NSE,0.69,0.53,0.3,-0.6,2.27,0.51,0.53,0.14,0.83,-0.02,0.45,0.6,0.76,-1.86,0.33,0.63,-0.32,0.59,0.63,0.25,-0.23,-0.2,1.91,0.63,0.15
14-02-2012,5416.049805,-0.014575412,0.004795668,0.001598056,-0.005681451,0.008233786,1.5163567,4.169828437,5.630583079,9.034083257,5337.418221,5231.519018,5080.054589,5160.024366,0.09,0.12,0.15,0.81,1.92,0.004283295,0.001162791,3.78,5.1,-0.003569872,-0.002445238,0.00079992,0.000286019,0.013648969,-0.001513612,-0.006816938,-0.001082236,-0.009921697,-0.010791367,-0.006531711,0.002961384,-0.002632597,-0.000982152,-0.00152561,-0.000939524,0.001456844,0.000150163,-0.00301167,-0.005043554,-0.00330429,1.83,1.8,1.77,0.03,0.06,1.32,3.18,4.95,4.98,5.01,0.071428571,0,-0.047058824,NSE,-0.5,0.2,-0.22,-0.65,-0.17,0.01,0.04,-0.57,0.04,-0.41,0.38,-0.28,0.32,4.15,0.67,0.41,-1.1,-0.33,-0.09,0.11,0.81,0.8,-1.19,-0.36,-0.14
15-02-2012,5531.950195,0.053376206,0.021399432,0.004795668,0.001598056,-0.005681451,3.051336047,5.65826898,7.243673383,11.62578015,5372.787671,5260.131511,5097.775986,5163.72512,0.09,0.11,0.13,0.81,1.93,0.009918667,0.006387921,3.81,5.12,-0.002196399,0.010966314,-0.002397842,0.000333593,-0.023142182,-0.035703094,-0.009503748,0.000619115,-0.013712975,-0.006611603,-0.008218277,-0.006495748,0.004357753,-0.001305057,0.004421694,-0.005383206,0.021388471,-0.005457342,0.009353113,-0.008127757,-0.003855724,1.84,1.82,1.8,0.02,0.04,1.31,3.19,4.99,5.01,5.03,-0.133333333,0,0,NSE,0.16,0.65,0.49,-0.37,1.05,0.51,-0.6,-0.37,0.35,0.61,2.12,1.25,-0.72,-4.23,2.32,-0.34,0.18,-0.83,-0.41,0.5,0.11,0.11,-1.28,-0.51,0.52
16-02-2012,5521.950195,0.054945055,-0.001807681,0.021399432,0.004795668,0.001598056,2.025000139,4.782828852,6.570494934,10.03408064,5399.90813,5285.066624,5114.410268,5167.289549,0.04,0.1,0.13,0.87,1.99,0.005008839,-0.011540681,3.87,5.16,-0.000156776,0.001531419,0.001802704,0.000142921,0.009122562,-0.024611091,0.013326226,0.004176272,0.016042726,0.041264627,0.006629135,0.015335247,0.00085534,-0.001154118,-0.000884882,0.011025706,-0.004116556,0.015096909,-0.004158444,0.019631984,0.011694479,1.95,1.89,1.86,0.06,0.09,1.29,3.17,5.03,5.06,5.12,0,0,0.074074074,NSE,0.54,0.99,0,-0.26,0.5,-0.29,0.84,0.54,-0.26,0.03,-0.92,-1.35,1.41,5.86,-0.43,0.41,-0.1,1.75,0.93,-0.56,-0.41,-0.4,0.16,0.42,-0.02
17-02-2012,5564.299805,0.006365741,0.007669321,-0.001807681,0.021399432,0.004795668,3.394895638,4.477214015,6.909132064,10.21470699,5429.797525,5311.66026,5132.052995,5171.2399,0.03,0.09,0.13,0.88,2.01,0.009185967,0.005837712,3.87,5.18,0.007587607,0.004383206,-0.00359892,0.000476334,-0.000179192,0.014283372,0.014203104,0.00107825,0.012368447,-0.001278396,0.023707573,0.002458717,0.0136654,0.0033473,0.014228435,0.00234893,0.010073649,-0.002726513,0.000136114,-0.001542278,0.002758193,1.98,1.92,1.88,0.06,0.1,1.31,3.17,5.05,5.09,5.15,0,0,0.011494253,NSE,-0.44,-0.44,1.69,-2.19,0.91,1.41,0.46,0.08,0.36,-0.13,1.07,1.64,-0.44,4.56,1.84,-0.44,-0.46,0.01,0.37,0.09,0.01,-0.03,2.71,-0.98,-0.36
21-02-2012,5607.149902,0.030477286,0.007700897,0.007669321,-0.001807681,0.021399432,4.024891454,4.578814441,10.21858583,11.1151826,5462.043412,5339.802131,5150.684247,5175.577313,0.02,0.08,0.13,0.92,2.05,0.025273555,0.014509576,3.9,5.2,0.001297462,0.009667132,-0.00180596,-0.000269794,0.025352527,-0.001315096,0.006742686,0.000769395,-0.000259995,0.006080032,-0.004181441,0.011095503,0.00744846,0.003911889,0.008783605,0.000719923,-0.000600161,-0.001087466,0.010287299,-0.006612904,0.000112164,2.03,1.97,1.92,0.06,0.11,1.3,3.15,5.07,5.12,5.18,0,0.068965517,0.045454546,NSE,-0.82,1.34,-0.19,2.46,2.52,-0.42,-0.15,0.01,-0.18,1.89,0.32,-0.01,0.35,-2.16,0.21,-0.26,2.7,-1.05,0.02,-0.21,0.05,-0.37,-1.63,2.32,1.45
22-02-2012,5505.350098,-0.088727679,-0.018155356,0.007700897,0.007669321,-0.001807681,1.648808564,3.190167083,5.887389489,7.372229178,5469.917355,5355.568604,5164.592711,5178.858634,0.07,0.09,0.13,0.88,2.01,0.001038912,0.00228833,3.86,5.16,-0.002399501,0.003065904,0.001708714,-0.000412738,-0.003515636,-0.009217563,-0.001030448,-0.000615022,-0.01014038,-0.005407156,-0.011950873,0.004042948,-0.005156893,-0.001956765,-0.009309262,-0.003340107,0.003285046,-0.00522292,0.009304066,-0.008138984,-0.002591337,1.94,1.92,1.88,0.02,0.06,1.3,3.15,5.03,5.07,5.09,0,-0.064516129,-0.043478261,NSE,-0.25,1.02,-0.48,-0.08,0.42,-0.96,-0.22,0.03,-0.18,0.73,0.28,-0.02,-0.47,0.65,0.84,-0.79,-0.51,-0.85,-0.29,-0.16,0.2,0.22,1.78,-0.12,1.05
23-02-2012,5483.299805,0.083894672,-0.004005248,-0.018155356,0.007700897,0.007669321,-0.879443746,2.145057517,4.729063941,6.300525605,5472.350528,5367.73348,5177.091029,5181.887899,0.07,0.09,0.14,0.88,1.99,0.013680536,0.014269406,3.84,5.13,-0.007491303,0.005636941,0.003311258,-0.00014293,0.006529672,-0.00935875,-0.004125838,0.001538431,0.011032361,0.003197985,0.001961425,0.001150472,-1.74E-05,0.003600007,-0.00502788,0.004272003,-0.007809498,0.008117517,0.002482557,0.015590912,0.0051591,1.92,1.9,1.85,0.02,0.07,1.29,3.14,4.99,5.04,5.06,0.076923077,0.068965517,0,NSE,0.67,0.59,-0.03,-0.68,1.46,-0.55,0.45,0.94,0.27,0.84,-0.48,-0.97,0.85,-0.83,0,1.05,3.81,1.57,0.52,-1.01,-0.52,-0.49,-0.62,3.06,0.14
